"new_key","survey_number","nhdid","gear2","effort_new","fish_count_new","year","day_of_year","secchi_m","lake_area_m2","maxdepth_m","ws_forest_prop","ws_wetland_prop","surface_temp_c","FMU_Code","LONG_DD","LAT_DD"
"47-472",11982,NA,"SHOCK",30,4,2019,129,3.44512195121951,NA,NA,NA,NA,23,"MI-MSH",-83.82037,42.77166
"47-485",10478,148710390,"FT_NET",9,14,2015,152,2.5609756097561,140555.335113917,10.98,0.25391,0.53584,27.478,"MI-MSH",-83.88943,42.74425
"47-485",10478,148710390,"GILL",2,1,2015,152,2.5609756097561,140555.335113917,10.98,0.25391,0.53584,27.478,"MI-MSH",-83.88943,42.74425
"47-486",10479,148710379,"FT_NET",9,13,2015,152,NA,107040.649953462,NA,0.24068,0.27744,26.922,"MI-MSH",-83.89642,42.74975
"47-486",10479,148710379,"GILL",2,0,2015,152,NA,107040.649953462,NA,0.24068,0.27744,26.922,"MI-MSH",-83.89642,42.74975
"47-486",10479,148710379,"SEINE",2,1,2015,152,NA,107040.649953462,NA,0.24068,0.27744,26.922,"MI-MSH",-83.89642,42.74975
"47-495",10477,148710418,"FT_NET",9,10,2015,152,NA,318939.745578892,NA,0.424,0.31438,27.183,"MI-MSH",-83.88898,42.74082
"47-495",10477,148710418,"GILL",2,0,2015,152,NA,318939.745578892,NA,0.424,0.31438,27.183,"MI-MSH",-83.88898,42.74082
"47-495",10477,148710418,"SHOCK",30,127,2015,155,NA,318939.745578892,NA,0.424,0.31438,27.183,"MI-MSH",-83.88898,42.74082
"47-68",6901,145332956,"FT_NET",12,51,2007,127,3.8109756097561,434666.006232042,16.46,0.56731,0.20013,22.211,"MI-MER",-83.84759,42.49971
"47-68",6901,145332956,"GILL",4,0,2007,128,3.8109756097561,434666.006232042,16.46,0.56731,0.20013,22.211,"MI-MER",-83.84759,42.49971
"47-68",6901,145332956,"SEINE",4,0,2007,128,3.8109756097561,434666.006232042,16.46,0.56731,0.20013,22.211,"MI-MER",-83.84759,42.49971
"47-68",6901,145332956,"SHOCK",30,19,2007,150,3.8109756097561,434666.006232042,16.46,0.56731,0.20013,22.211,"MI-MER",-83.84759,42.49971
"47-73",4030,145332941,"FT_NET",4,14,2003,140,3.50609756097561,117964.804338149,8.23,0.47579,0.33733,25.528,"MI-MER",-83.89454,42.50416
"47-73",4030,145332941,"GILL",1,0,2003,140,3.50609756097561,117964.804338149,8.23,0.47579,0.33733,25.528,"MI-MER",-83.89454,42.50416
"47-73",4030,145332941,"SEINE",2,2,2003,177,3.50609756097561,117964.804338149,8.23,0.47579,0.33733,25.528,"MI-MER",-83.89454,42.50416
"48-105",8536,86671755,"FT_NET",15,3,2010,144,1.1280487804878,690818.963619441,1.52,0.0035,0.9821,NA,"MI-MES",-85.65815,46.34582
"48-105",8536,86671755,"SHOCK",59.4,2,2010,181,1.1280487804878,690818.963619441,1.52,0.0035,0.9821,NA,"MI-MES",-85.65815,46.34582
"48-171",7694,86671161,"FT_NET",24,0,2008,175,5.79268292682927,599181.574197726,22.56,0.85843,0.08041,21.333,"MI-MES",-85.71704,46.46388
"48-171",7694,86671161,"GILL",4,0,2008,175,5.79268292682927,599181.574197726,22.56,0.85843,0.08041,21.333,"MI-MES",-85.71704,46.46388
"48-175",9222,86671343,"FT_NET",9,0,2012,128,5.48780487804878,43803.0477520133,50.3,0.85756,0.09968,NA,"MI-MES",-85.73954,46.44804
"48-175",9222,86671343,"GILL",6,0,2012,128,5.48780487804878,43803.0477520133,50.3,0.85756,0.09968,NA,"MI-MES",-85.73954,46.44804
"48-175",9222,86671343,"SEINE",2,0,2012,128,5.48780487804878,43803.0477520133,50.3,0.85756,0.09968,NA,"MI-MES",-85.73954,46.44804
"48-197",8538,86671411,"FT_NET",6,0,2010,110,NA,63053.4152806443,NA,0.76284,0.01536,NA,"MI-MES",-85.64868,46.42843
"48-222",11600,86671053,"FT_NET",15,0,2018,155,NA,318380.444943547,23.48,0.73589,0.00841,24.056,"MI-MES",-85.80831,46.4861
"48-222",11600,86671053,"GILL",4,0,2018,156,NA,318380.444943547,23.48,0.73589,0.00841,24.056,"MI-MES",-85.80831,46.4861
"48-222",11600,86671053,"SEINE",4,0,2018,156,NA,318380.444943547,23.48,0.73589,0.00841,24.056,"MI-MES",-85.80831,46.4861
"48-222",11600,86671053,"SHOCK",30,0,2018,161,NA,318380.444943547,23.48,0.73589,0.00841,24.056,"MI-MES",-85.80831,46.4861
"48-223",12154,86671079,"FT_NET",9,0,2019,162,4.26829268292683,109650.057949901,5.18,0.95007,0.0213,22.611,"MI-MES",-85.81606,46.48354
"48-223",12154,86671079,"GILL",2,0,2019,162,4.26829268292683,109650.057949901,5.18,0.95007,0.0213,22.611,"MI-MES",-85.81606,46.48354
"48-223",12154,86671079,"SEINE",2,0,2019,162,4.26829268292683,109650.057949901,5.18,0.95007,0.0213,22.611,"MI-MES",-85.81606,46.48354
"48-24",12144,86671873,"FT_NET",9,5,2019,141,2.4390243902439,242563.233863462,6.4,0.17647,0.61992,21.111,"MI-MES",-85.5726,46.30221
"48-24",12144,86671873,"GILL",4,0,2019,141,2.4390243902439,242563.233863462,6.4,0.17647,0.61992,21.111,"MI-MES",-85.5726,46.30221
"48-24",12144,86671873,"SEINE",3,0,2019,141,2.4390243902439,242563.233863462,6.4,0.17647,0.61992,21.111,"MI-MES",-85.5726,46.30221
"48-24",12144,86671873,"SHOCK",25,2,2019,209,2.4390243902439,242563.233863462,6.4,0.17647,0.61992,21.111,"MI-MES",-85.5726,46.30221
"48-28",8245,86671829,"FT_NET",30,72,2009,173,3.96341463414634,397081.227712355,18.6,0.54421,0.25852,22.722,"MI-MES",-85.52929,46.30777
"48-28",8245,86671829,"GILL",4,0,2009,173,3.96341463414634,397081.227712355,18.6,0.54421,0.25852,22.722,"MI-MES",-85.52929,46.30777
"48-28",8245,86671829,"SHOCK",30,58,2009,207,3.96341463414634,397081.227712355,18.6,0.54421,0.25852,22.722,"MI-MES",-85.52929,46.30777
"48-330",4671,109944390,"FT_NET",10,42,2004,174,NA,190936.629840962,22.26,0.20654,0.56714,NA,"MI-MES",-85.66788,46.59499
"48-330",4671,109944390,"GILL",2,0,2004,174,NA,190936.629840962,22.26,0.20654,0.56714,NA,"MI-MES",-85.66788,46.59499
"48-330",4671,109944390,"SEINE",2,0,2004,174,NA,190936.629840962,22.26,0.20654,0.56714,NA,"MI-MES",-85.66788,46.59499
"48-43",9600,86671875,"FT_NET",18,6,2013,154,5.48780487804878,517840.930759581,6.4,0.58461,0.05868,NA,"MI-MES",-85.65454,46.30582
"48-43",9600,86671875,"GILL",4,4,2013,154,5.48780487804878,517840.930759581,6.4,0.58461,0.05868,NA,"MI-MES",-85.65454,46.30582
"48-43",9600,86671875,"SEINE",4,0,2013,154,5.48780487804878,517840.930759581,6.4,0.58461,0.05868,NA,"MI-MES",-85.65454,46.30582
"48-43",9600,86671875,"SHOCK",30,59,2013,158,5.48780487804878,517840.930759581,6.4,0.58461,0.05868,NA,"MI-MES",-85.65454,46.30582
"48-449",10913,109943752,"FT_NET",12,0,2016,144,NA,662934.493950063,1.83,0.08095,0.89936,NA,"MI-MES",-85.24751,46.62161
"48-449",10913,109943752,"SEINE",4,0,2016,146,NA,662934.493950063,1.83,0.08095,0.89936,NA,"MI-MES",-85.24751,46.62161
"48-480",10915,109943660,"FT_NET",18,0,2016,158,NA,1172071.74335316,13.41,0.39363,0.51683,NA,"MI-MES",-85.40732,46.64193
"48-480",10915,109943660,"GILL",4,0,2016,158,NA,1172071.74335316,13.41,0.39363,0.51683,NA,"MI-MES",-85.40732,46.64193
"48-480",10915,109943660,"SEINE",4,0,2016,159,NA,1172071.74335316,13.41,0.39363,0.51683,NA,"MI-MES",-85.40732,46.64193
"48-480",10915,109943660,"SHOCK",30,0,2016,165,NA,1172071.74335316,13.41,0.39363,0.51683,NA,"MI-MES",-85.40732,46.64193
"48-485",4040,109943662,"FT_NET",6,0,2003,147,1.67682926829268,31056.0544089677,5.49,0.23017,0.06255,24.444,"MI-MES",-85.45093,46.64749
"48-485",4040,109943662,"GILL",1,0,2003,147,1.67682926829268,31056.0544089677,5.49,0.23017,0.06255,24.444,"MI-MES",-85.45093,46.64749
"48-485",4040,109943662,"SEINE",2,2,2003,149,1.67682926829268,31056.0544089677,5.49,0.23017,0.06255,24.444,"MI-MES",-85.45093,46.64749
"48-49",10110,44362910,"FT_NET",26,0,2014,167,5.18292682926829,6928883.40819878,15.55,0.60585,0.13244,NA,"MI-MNM",-85.73899,46.28749
"48-49",10110,44362910,"GILL",12,0,2014,167,5.18292682926829,6928883.40819878,15.55,0.60585,0.13244,NA,"MI-MNM",-85.73899,46.28749
"48-49",10110,44362910,"SEINE",6,0,2014,169,5.18292682926829,6928883.40819878,15.55,0.60585,0.13244,NA,"MI-MNM",-85.73899,46.28749
"48-49",10110,44362910,"SHOCK",30,0,2014,176,5.18292682926829,6928883.40819878,15.55,0.60585,0.13244,NA,"MI-MNM",-85.73899,46.28749
"48-53",9601,44363696,"FT_NET",46,24,2013,161,2.28658536585366,41829894.0148112,6.1,0.41251,0.31145,NA,"MI-MNM",-85.78343,46.23332
"48-53",9601,44363696,"GILL",24,0,2013,161,2.28658536585366,41829894.0148112,6.1,0.41251,0.31145,NA,"MI-MNM",-85.78343,46.23332
"48-53",9601,44363696,"SEINE",10,0,2013,163,2.28658536585366,41829894.0148112,6.1,0.41251,0.31145,NA,"MI-MNM",-85.78343,46.23332
"48-53",9601,44363696,"SHOCK",30,0,2013,168,2.28658536585366,41829894.0148112,6.1,0.41251,0.31145,NA,"MI-MNM",-85.78343,46.23332
"48-566",10107,109943604,"FT_NET",30,0,2014,160,NA,3190172.94120028,6.4,0.74059,0.0319,NA,"MI-MES",-85.63177,46.66943
"48-566",10107,109943604,"GILL",6,0,2014,160,NA,3190172.94120028,6.4,0.74059,0.0319,NA,"MI-MES",-85.63177,46.66943
"48-566",10107,109943604,"SEINE",5,0,2014,162,NA,3190172.94120028,6.4,0.74059,0.0319,NA,"MI-MES",-85.63177,46.66943
"48-566",10107,109943604,"SHOCK",30,0,2014,175,NA,3190172.94120028,6.4,0.74059,0.0319,NA,"MI-MES",-85.63177,46.66943
"48-573",8535,109943956,"FT_NET",15,45,2010,152,5.73170731707317,376731.388369552,15.85,0.4881,0.05578,NA,"MI-MES",-85.59649,46.6311
"48-573",8535,109943956,"GILL",4,0,2010,153,5.73170731707317,376731.388369552,15.85,0.4881,0.05578,NA,"MI-MES",-85.59649,46.6311
"48-573",8535,109943956,"SEINE",4,2,2010,152,5.73170731707317,376731.388369552,15.85,0.4881,0.05578,NA,"MI-MES",-85.59649,46.6311
"48-573",8535,109943956,"SHOCK",30,6,2010,194,5.73170731707317,376731.388369552,15.85,0.4881,0.05578,NA,"MI-MES",-85.59649,46.6311
"48-608",6572,109943694,"FT_NET",3,0,2006,240,1.52439024390244,89627.2855408523,1.83,0.79216,0.04046,25,"MI-MES",-85.7126,46.66249
"48-608",6572,109943694,"SEINE",2,0,2006,240,1.52439024390244,89627.2855408523,1.83,0.79216,0.04046,25,"MI-MES",-85.7126,46.66249
"48-621",4136,109944274,"FT_NET",6,0,2003,197,5.33536585365854,33262.8206183481,12.8,0.98632,0.00121,23.889,"MI-MES",-85.67371,46.60638
"48-621",4136,109944274,"GILL",1,0,2003,197,5.33536585365854,33262.8206183481,12.8,0.98632,0.00121,23.889,"MI-MES",-85.67371,46.60638
"48-621",4136,109944274,"SEINE",1,0,2003,198,5.33536585365854,33262.8206183481,12.8,0.98632,0.00121,23.889,"MI-MES",-85.67371,46.60638
"48-622",4137,109944284,"FT_NET",6,0,2003,197,6.55487804878049,35666.2266804257,11.28,0.70476,0.11507,22.222,"MI-MES",-85.67982,46.60527
"48-622",4137,109944284,"GILL",1,0,2003,197,6.55487804878049,35666.2266804257,11.28,0.70476,0.11507,22.222,"MI-MES",-85.67982,46.60527
"48-622",4137,109944284,"SEINE",1,0,2003,198,6.55487804878049,35666.2266804257,11.28,0.70476,0.11507,22.222,"MI-MES",-85.67982,46.60527
"48-623",10108,109944280,"FT_NET",9,0,2014,147,NA,74703.3510582332,11.89,0.58858,0.04313,NA,"MI-MES",-85.68871,46.6061
"48-623",10108,109944280,"GILL",1,0,2014,147,NA,74703.3510582332,11.89,0.58858,0.04313,NA,"MI-MES",-85.68871,46.6061
"48-623",10108,109944280,"SEINE",2,0,2014,148,NA,74703.3510582332,11.89,0.58858,0.04313,NA,"MI-MES",-85.68871,46.6061
"48-628",7579,109944380,"FT_NET",13,0,2008,148,NA,117123.306503177,15.55,0.74923,0.11007,21.667,"MI-MES",-85.74454,46.60165
"48-628",7579,109944380,"GILL",1,0,2008,148,NA,117123.306503177,15.55,0.74923,0.11007,21.667,"MI-MES",-85.74454,46.60165
"48-628",7579,109944380,"SEINE",2,0,2008,150,NA,117123.306503177,15.55,0.74923,0.11007,21.667,"MI-MES",-85.74454,46.60165
"48-634",4663,109944360,"FT_NET",13,4,2004,173,NA,149394.038444417,19.21,0.75638,0.19808,NA,"MI-MES",-85.68066,46.59888
"48-634",4663,109944360,"GILL",2,0,2004,173,NA,149394.038444417,19.21,0.75638,0.19808,NA,"MI-MES",-85.68066,46.59888
"48-634",4663,109944360,"SEINE",2,0,2004,173,NA,149394.038444417,19.21,0.75638,0.19808,NA,"MI-MES",-85.68066,46.59888
"48-639",10914,109944316,"FT_NET",9,0,2016,137,NA,195367.121484359,21.04,0.84397,0.13054,NA,"MI-MES",-85.6601,46.6011
"48-639",10914,109944316,"GILL",6,0,2016,137,NA,195367.121484359,21.04,0.84397,0.13054,NA,"MI-MES",-85.6601,46.6011
"48-639",10914,109944316,"SEINE",2,0,2016,140,NA,195367.121484359,21.04,0.84397,0.13054,NA,"MI-MES",-85.6601,46.6011
"48-643",6377,109944322,"FT_NET",12,0,2006,156,6.85975609756098,265536.691837643,22.87,0.63194,0.29886,24.444,"MI-MES",-85.67038,46.59943
"48-643",6377,109944322,"GILL",4,0,2006,156,6.85975609756098,265536.691837643,22.87,0.63194,0.29886,24.444,"MI-MES",-85.67038,46.59943
"48-643",6377,109944322,"SEINE",3,0,2006,156,6.85975609756098,265536.691837643,22.87,0.63194,0.29886,24.444,"MI-MES",-85.67038,46.59943
"48-643",6377,109944322,"SHOCK",28.8,0,2006,227,6.85975609756098,265536.691837643,22.87,0.63194,0.29886,24.444,"MI-MES",-85.67038,46.59943
"48-650",6824,109943746,"FT_NET",15,0,2007,135,NA,753868.863259277,NA,0.3692,0.41155,21,"MI-MES",-85.75316,46.66249
"48-650",6824,109943746,"SHOCK",30,0,2007,241,NA,753868.863259277,NA,0.3692,0.41155,21,"MI-MES",-85.75316,46.66249
"48-654",10454,109943834,"FT_NET",9,0,2015,152,1.21951219512195,129310.604791388,NA,0.55123,0.25383,NA,"MI-MES",-85.78343,46.65804
"48-654",10454,109943834,"GILL",2,0,2015,153,1.21951219512195,129310.604791388,NA,0.55123,0.25383,NA,"MI-MES",-85.78343,46.65804
"48-654",10454,109943834,"SEINE",2,0,2015,153,1.21951219512195,129310.604791388,NA,0.55123,0.25383,NA,"MI-MES",-85.78343,46.65804
"48-677",8551,109943400,"FT_NET",9,0,2010,165,NA,367406.339079762,NA,0.68795,0.04694,22.833,"MI-MES",-85.36149,46.71277
"48-677",8551,109943400,"GILL",4,0,2010,165,NA,367406.339079762,NA,0.68795,0.04694,22.833,"MI-MES",-85.36149,46.71277
"48-677",8551,109943400,"SEINE",4,0,2010,165,NA,367406.339079762,NA,0.68795,0.04694,22.833,"MI-MES",-85.36149,46.71277
"48-677",8551,109943400,"SHOCK",30,1,2010,194,NA,367406.339079762,NA,0.68795,0.04694,22.833,"MI-MES",-85.36149,46.71277
"48-681",7802,109943412,"FT_NET",22,0,2009,180,NA,1185793.8157096,14.33,0.65636,0.10719,20,"MI-MES",-85.32704,46.70082
"48-681",7802,109943412,"GILL",2,0,2009,180,NA,1185793.8157096,14.33,0.65636,0.10719,20,"MI-MES",-85.32704,46.70082
"48-681",7802,109943412,"SEINE",4,0,2009,181,NA,1185793.8157096,14.33,0.65636,0.10719,20,"MI-MES",-85.32704,46.70082
"48-681",7802,109943412,"SHOCK",30,0,2009,210,NA,1185793.8157096,14.33,0.65636,0.10719,20,"MI-MES",-85.32704,46.70082
"48-740",9599,86671725,"FT_NET",18,0,2013,148,NA,1655582.99704585,NA,0.0745,0.87994,NA,"MI-MES",-85.54889,46.35439
"48-740",9599,86671725,"SEINE",5,1,2013,150,NA,1655582.99704585,NA,0.0745,0.87994,NA,"MI-MES",-85.54889,46.35439
"48-740",9599,86671725,"SHOCK",30,0,2013,157,NA,1655582.99704585,NA,0.0745,0.87994,NA,"MI-MES",-85.54889,46.35439
"49-117",8872,118045157,"FT_NET",18,0,2011,143,2.13414634146341,889829.136821658,NA,0.87444,0.01976,NA,"MI-MNM",-85.65038,46.0136
"49-117",8872,118045157,"GILL",4,0,2011,143,2.13414634146341,889829.136821658,NA,0.87444,0.01976,NA,"MI-MNM",-85.65038,46.0136
"49-117",8872,118045157,"SEINE",4,0,2011,144,2.13414634146341,889829.136821658,NA,0.87444,0.01976,NA,"MI-MNM",-85.65038,46.0136
"49-117",8872,118045157,"SHOCK",45,0,2011,146,2.13414634146341,889829.136821658,NA,0.87444,0.01976,NA,"MI-MNM",-85.65038,46.0136
"49-127",10932,118044909,"FT_NET",22,0,2016,130,2.74390243902439,8224934.82254866,7.93,0.24695,0.5771,NA,"MI-MNM",-85.80427,46.07915
"49-127",10932,118044909,"GILL",12,0,2016,130,2.74390243902439,8224934.82254866,7.93,0.24695,0.5771,NA,"MI-MNM",-85.80427,46.07915
"49-127",10932,118044909,"SEINE",6,0,2016,136,2.74390243902439,8224934.82254866,7.93,0.24695,0.5771,NA,"MI-MNM",-85.80427,46.07915
"49-127",10932,118044909,"SHOCK",30,0,2016,136,2.74390243902439,8224934.82254866,7.93,0.24695,0.5771,NA,"MI-MNM",-85.80427,46.07915
"49-166",8478,123111060,"FT_NET",15,0,2010,137,3.96341463414634,3731263.35478127,5.49,0.69856,0.18864,23.556,"MI-MNH",-84.80427,46.12638
"49-166",8478,123111060,"SEINE",4,0,2010,137,3.96341463414634,3731263.35478127,5.49,0.69856,0.18864,23.556,"MI-MNH",-84.80427,46.12638
"49-166",8478,123111060,"SHOCK",30,0,2010,195,3.96341463414634,3731263.35478127,5.49,0.69856,0.18864,23.556,"MI-MNH",-84.80427,46.12638
"49-262",9224,118044311,"FT_NET",24,16,2012,142,2.28658536585366,4480125.48662539,3.66,0.3668,0.44594,NA,"MI-MNM",-85.51315,46.1536
"49-262",9224,118044311,"GILL",9,4,2012,142,2.28658536585366,4480125.48662539,3.66,0.3668,0.44594,NA,"MI-MNM",-85.51315,46.1536
"49-262",9224,118044311,"SEINE",6,0,2012,143,2.28658536585366,4480125.48662539,3.66,0.3668,0.44594,NA,"MI-MNM",-85.51315,46.1536
"49-262",9224,118044311,"SHOCK",30.58333333,6,2012,164,2.28658536585366,4480125.48662539,3.66,0.3668,0.44594,NA,"MI-MNM",-85.51315,46.1536
"49-280",9225,44364664,"FT_NET",41,99,2012,177,2.74390243902439,16741500.4046781,8.84,0.48495,0.40793,NA,"MI-MNM",-85.7626,46.17499
"49-280",9225,44364664,"GILL",9,17,2012,178,2.74390243902439,16741500.4046781,8.84,0.48495,0.40793,NA,"MI-MNM",-85.7626,46.17499
"49-280",9225,44364664,"SEINE",6,1,2012,184,2.74390243902439,16741500.4046781,8.84,0.48495,0.40793,NA,"MI-MNM",-85.7626,46.17499
"49-280",9225,44364664,"SHOCK",30,18,2012,184,2.74390243902439,16741500.4046781,8.84,0.48495,0.40793,NA,"MI-MNM",-85.7626,46.17499
"49-336",8242,86672271,"FT_NET",9,0,2009,138,1.3719512195122,256325.86358302,2.74,0.65409,0.17359,20,"MI-MES",-85.3026,46.19499
"49-336",8242,86672271,"SEINE",3,0,2009,138,1.3719512195122,256325.86358302,2.74,0.65409,0.17359,20,"MI-MES",-85.3026,46.19499
"49-45",11795,118044901,"FT_NET",40,14,2018,141,NA,17447870.3735179,NA,0.43579,0.43683,22.222,"MI-MNM",-84.93343,45.99999
"49-45",11795,118044901,"GILL",9,0,2018,141,NA,17447870.3735179,NA,0.43579,0.43683,22.222,"MI-MNM",-84.93343,45.99999
"49-45",11795,118044901,"SEINE",6,0,2018,149,NA,17447870.3735179,NA,0.43579,0.43683,22.222,"MI-MNM",-84.93343,45.99999
"49-45",11795,118044901,"SHOCK",30.11666667,4,2018,149,NA,17447870.3735179,NA,0.43579,0.43683,22.222,"MI-MNM",-84.93343,45.99999
"49-97",8241,118044907,"FT_NET",21,2,2009,146,1.67682926829268,660185.463963417,3.35,0.62231,0.31618,20.556,"MI-MNM",-85.00843,46.01804
"49-97",8241,118044907,"SEINE",4,0,2009,147,1.67682926829268,660185.463963417,3.35,0.62231,0.31618,20.556,"MI-MNM",-85.00843,46.01804
"49-97",8241,118044907,"SHOCK",9.6,0,2009,211,1.67682926829268,660185.463963417,3.35,0.62231,0.31618,20.556,"MI-MNM",-85.00843,46.01804
"5-1",6870,155417513,"FT_NET",14,4,2008,154,NA,11194390.3605682,8.84,0.50791,0.17853,NA,"MI-MCM",-85.35028,44.82789
"5-2",6783,155417505,"FT_NET",32,0,2008,154,NA,32558738.2461252,54.57,0.30856,0.11139,NA,"MI-MCM",-85.38343,44.86665
"5-2",6783,155417505,"GILL",4,0,2008,154,NA,32558738.2461252,54.57,0.30856,0.11139,NA,"MI-MCM",-85.38343,44.86665
"5-27",3493,155417452,"FT_NET",15,5,2003,139,NA,699887.091578649,1.22,0.75516,0.04807,26.71,"MI-MCM",-85.18343,44.9086
"5-27",3493,155417452,"GILL",4,0,2003,139,NA,699887.091578649,1.22,0.75516,0.04807,26.71,"MI-MCM",-85.18343,44.9086
"5-27",3493,155417452,"SEINE",4,3,2003,202,NA,699887.091578649,1.22,0.75516,0.04807,26.71,"MI-MCM",-85.18343,44.9086
"5-27",3493,155417452,"SHOCK",30,1,2003,202,NA,699887.091578649,1.22,0.75516,0.04807,26.71,"MI-MCM",-85.18343,44.9086
"5-38",7866,155417475,"FT_NET",4,7,2009,138,NA,70358.0047752013,5.79,0.60358,0.12659,NA,"MI-MCM",-85.13565,44.88165
"5-38",7866,155417475,"GILL",4,1,2009,138,NA,70358.0047752013,5.79,0.60358,0.12659,NA,"MI-MCM",-85.13565,44.88165
"5-51",11733,155417478,"FT_NET",48,0,2018,155,8.38414634146342,75729917.9717535,91.46,0.52088,0.04041,23.889,"MI-MCM",-85.30843,44.98332
"5-51",11733,155417478,"GILL",12,0,2018,155,8.38414634146342,75729917.9717535,91.46,0.52088,0.04041,23.889,"MI-MCM",-85.30843,44.98332
"5-51",11733,155417478,"SEINE",10,1,2018,176,8.38414634146342,75729917.9717535,91.46,0.52088,0.04041,23.889,"MI-MCM",-85.30843,44.98332
"5-51",11733,155417478,"SHOCK",60,0,2018,176,8.38414634146342,75729917.9717535,91.46,0.52088,0.04041,23.889,"MI-MCM",-85.30843,44.98332
"5-75",7588,155417412,"FT_NET",15,2,2008,168,3.04878048780488,6355993.45635547,7.01,0.56052,0.09289,NA,"MI-MCM",-85.22065,45.0236
"5-75",7588,155417412,"GILL",8,1,2008,168,3.04878048780488,6355993.45635547,7.01,0.56052,0.09289,NA,"MI-MCM",-85.22065,45.0236
"5-89",3494,155417371,"FT_NET",15,34,2003,126,NA,1497374.65339323,9.45,0.5986,0.12653,27.833,"MI-MCM",-85.20121,45.11249
"5-89",3494,155417371,"GILL",4,0,2003,126,NA,1497374.65339323,9.45,0.5986,0.12653,27.833,"MI-MCM",-85.20121,45.11249
"5-89",3494,155417371,"SEINE",4,9,2003,209,NA,1497374.65339323,9.45,0.5986,0.12653,27.833,"MI-MCM",-85.20121,45.11249
"5-89",3494,155417371,"SHOCK",30,10,2003,209,NA,1497374.65339323,9.45,0.5986,0.12653,27.833,"MI-MCM",-85.20121,45.11249
"5-97",5202,155417384,"FT_NET",14,30,2005,171,2.4390243902439,367023.026749221,NA,0.39742,0.0987,24.789,"MI-MCM",-85.26287,45.08388
"5-97",5202,155417384,"GILL",2,2,2005,172,2.4390243902439,367023.026749221,NA,0.39742,0.0987,24.789,"MI-MCM",-85.26287,45.08388
"5-97",5202,155417384,"SHOCK",30,30,2005,257,2.4390243902439,367023.026749221,NA,0.39742,0.0987,24.789,"MI-MCM",-85.26287,45.08388
"50-175",8898,146646749,"FT_NET",9,1,2011,151,2.13414634146341,2016749.84581765,7.01,0.25376,0.13901,NA,"MI-MER",-83.08994,42.71891
"50-175",8898,146646749,"GILL",3,1,2011,151,2.13414634146341,2016749.84581765,7.01,0.25376,0.13901,NA,"MI-MER",-83.08994,42.71891
"50-175",8898,146646749,"SEINE",4,6,2011,154,2.13414634146341,2016749.84581765,7.01,0.25376,0.13901,NA,"MI-MER",-83.08994,42.71891
"50-175",8898,146646749,"SHOCK",30,108,2011,159,2.13414634146341,2016749.84581765,7.01,0.25376,0.13901,NA,"MI-MER",-83.08994,42.71891
"51-126",8855,60089640,"FT_NET",24,3,2011,151,5.48780487804878,7512172.58710696,22.56,0.67799,0.05182,25.361,"MI-MCM",-85.81978,44.36245
"51-126",8855,60089640,"GILL",13,0,2011,151,5.48780487804878,7512172.58710696,22.56,0.67799,0.05182,25.361,"MI-MCM",-85.81978,44.36245
"51-126",8855,60089640,"SEINE",6,5,2011,201,5.48780487804878,7512172.58710696,22.56,0.67799,0.05182,25.361,"MI-MCM",-85.81978,44.36245
"51-126",8855,60089640,"SHOCK",30,4,2011,201,5.48780487804878,7512172.58710696,22.56,0.67799,0.05182,25.361,"MI-MCM",-85.81978,44.36245
"51-132",7928,60089362,"FT_NET",13,42,2009,160,NA,7580907.15066165,2.13,0.34534,0.02822,21.433,"MI-MCM",-86.15287,44.43332
"51-132",7928,60089362,"GILL",9,4,2009,160,NA,7580907.15066165,2.13,0.34534,0.02822,21.433,"MI-MCM",-86.15287,44.43332
"51-132",7928,60089362,"SEINE",6,2,2009,197,NA,7580907.15066165,2.13,0.34534,0.02822,21.433,"MI-MCM",-86.15287,44.43332
"51-132",7928,60089362,"SHOCK",30,2,2009,197,NA,7580907.15066165,2.13,0.34534,0.02822,21.433,"MI-MCM",-86.15287,44.43332
"51-142",7927,NA,"FT_NET",12,32,2009,138,2.74390243902439,NA,NA,NA,NA,21.822,"MI-MCM",-86.24037,44.35999
"51-142",7927,NA,"GILL",11,1,2009,138,2.74390243902439,NA,NA,NA,NA,21.822,"MI-MCM",-86.24037,44.35999
"51-142",7927,NA,"SEINE",6,0,2009,195,2.74390243902439,NA,NA,NA,NA,21.822,"MI-MCM",-86.24037,44.35999
"51-142",7927,NA,"SHOCK",30,1,2009,195,2.74390243902439,NA,NA,NA,NA,21.822,"MI-MCM",-86.24037,44.35999
"52-1152",8267,152512217,"FT_NET",12,0,2009,159,1.82926829268293,612412.114038283,8.23,0.76693,0.10663,19.844,"MI-MNM",-87.9626,46.49749
"52-1152",8267,152512217,"GILL",6,0,2009,159,1.82926829268293,612412.114038283,8.23,0.76693,0.10663,19.844,"MI-MNM",-87.9626,46.49749
"52-1152",8267,152512217,"SHOCK",35,0,2009,168,1.82926829268293,612412.114038283,8.23,0.76693,0.10663,19.844,"MI-MNM",-87.9626,46.49749
"52-1185",11454,110734859,"FT_NET",14,0,2017,156,1.52439024390244,17292245.0770912,21.65,0.71512,0.11545,21,"MI-MNM",-88.07377,46.48486
"52-1185",11454,110734859,"GILL",9,0,2017,156,1.52439024390244,17292245.0770912,21.65,0.71512,0.11545,21,"MI-MNM",-88.07377,46.48486
