"IHDID","WL_KM2","WL_CARL1","WL_CARL2","WL_CARL3","WL_CARL4","WL_CARL6","WL_CARL7","WL_CARL8","WL_CARL9","WL_CARLND","WL_NLCD11","WL_NLCD21","WL_NLCD22","WL_NLCD23","WL_NLCD24","WL_NLCD31","WL_NLCD41","WL_NLCD42","WL_NLCD43","WL_NLCD52","WL_NLCD71","WL_NLCD81","WL_NLCD82","WL_NLCD90","WL_NLCD95","WL_NLCDND","WL_QGEO1","WL_QGEO2","WL_QGEO3","WL_QGEO4","WL_QGEO5","WL_QGEO6","WL_QGEO7","WL_QGEO8","WL_QGEO9","WL_QGEO10","WL_QGEO12","WL_QGEO15","WL_QGEO18","WL_QGEO21","WL_QGEO29","WL_QGEO99","WL_QGEOND","WL_SLOPE","WL_ELEVMEAN","WL_ELEVMIN","WL_ELEVMAX"
148710234,1.5537,0,0,0,0,0,0,0,0,1,0.02118,0.03237,0,0,0,0.00444,0.21227,0.00097,0.01467,0,0.00644,0.20789,0.1546,0.34518,0,-1e-05,0,0,0,0.02742,0,0,0.97258,0,0,0,0,0,0,0,0,0,0,2.09,264.349004,256.6,274
148710236,3.6905,0,0,0.00331,0,0,0,0,0,0.99669,0.00366,0.37231,0.27414,0.05284,0.00948,0,0.17098,0.00081,0.00504,0.00114,0.00493,0.01425,0.03252,0.05281,0.00509,0,0.37607,0,0,0.62393,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,294.69,273.01,343.03
148710237,1.0675,0,0,0,0,0,0,0,0,1,0.0133,0.04834,0.02108,0,0,0,0.23288,0,0,0,0.03447,0.19785,0.09405,0.32431,0.03372,0,0.41105,0,0,0.58895,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,281.130996,273.16,297.14
148710239,2.0715,0,0,0.01443,0,0.00521,0,0,0,0.98036,0.01385,0.03389,0.04919,0.01714,0,0.01801,0.37157,0,0.00068,0.00212,0.03297,0.08009,0.19199,0.16312,0.02539,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.65,293.238008,281.36,308.99
148710241,2.6459,0,0,0,0,0,0,0,0,1,0.00495,0.41184,0.20832,0.00786,0.00045,0,0.08723,0,0.00476,0.002,0.01342,0.09683,0.09811,0.04887,0.01534,2e-05,0.74519,0,0,0.25481,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,275.948008,264.64,302.53
148710244,0.1088,0,0,0.01103,0,0,0,0,0,0.98897,0.21691,0.05147,0.18934,0.17555,0.03952,0,0.11857,0.02114,0.07445,0,0,0,0,0.06985,0.0432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.64,285.035,280.03,289.86
148710245,0.1506,0,0,0,0,0,0,0,0,1,0.05644,0.03851,0,0,0,0,0.06242,0,0,0,0,0.52191,0.07703,0.24369,0,0,0,0,0,0.12351,0,0,0.87649,0,0,0,0,0,0,0,0,0,0,2.52,266.966992,261.24,275.89
148710250,0.3789,0,0,0,0,0,0,0,0,1,0.00449,0.0351,0,0,0,0.00317,0.40459,0.01135,0.00924,0,0,0.25996,0.00554,0.22117,0.04539,0,0.41568,0,0,0,0,0,0.58432,0,0,0,0,0,0,0,0,0,0,2.61,260.956992,254.76,267.62
148710251,0.0273,0,0,0,0,0,0,0,0,1,0.00366,0.00366,0,0,0,0,0.27839,0.18681,0.12088,0,0,0,0,0.20879,0.1978,1e-05,0,0,0,0.05495,0,0,0,0.94505,0,0,0,0,0,0,0,0,0,3.28,281.695996,278.43,290.94
148710252,0.392,0,0,0,0.41684,0,0,0,0,0.58316,0.00816,0.01735,0,0,0,0.00867,0.4926,0,0,0.00867,0.02577,0.04541,0.16888,0.20791,0.01658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.11,262.295,257.81,274.23
148710253,0.7562,0,0,0.24901,0,0,0,0,0,0.75099,0.00476,0.31883,0.06321,0,0,0,0.39302,0.02089,0.01468,0,0,0.00846,0.01521,0.12563,0.03531,0,0.10883,0,0,0.89117,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,293.998008,273.63,330.86
148710254,0.4628,0,0,0.0067,0,0.03825,0,0,0,0.95505,0.01426,0,0,0,0,0,0.23207,0,0,0,0.04213,0.20225,0.05229,0.33384,0.12316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.89,284.748008,281.26,295.66
148710258,1.4262,0,0,0.00442,0,0,0,0,0,0.99558,0.00533,0.10658,0.02931,0,0,0,0.3055,0.01122,0.00316,0.00841,0.03169,0.06949,0.06787,0.34532,0.01613,-1e-05,0.25004,0,0,0.74996,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,280.755,274.01,301.89
148710262,2.1771,0,0,0,0,0,0,0,0,1,0.01888,0.0423,0.07597,0.00542,0.00335,0,0.34408,0,0.00556,0,0.01732,0.20881,0.04988,0.21428,0.01415,0,0,0,0,0,0.21299,0,0,0.78701,0,0,0,0,0,0,0,0,0,3.19,289.270996,281.12,306.16
148710263,0.0835,0,0,0,0,0,0,0,0,1,0.02036,0,0,0,0,0,0,0,0,0,0,0.23234,0.13054,0.47665,0.14012,-1e-05,0.2,0,0,0.31976,0,0,0.48024,0,0,0,0,0,0,0,0,0,0,2.51,279.326992,277.36,285.69
148710267,1.1758,0,0,0,0,0.19451,0,0,0,0.80549,0.03402,0.00723,0,0.00264,0,0,0.27794,0.00689,0.00204,0,0,0.24001,0.16057,0.23295,0.03572,-1e-05,0,0,0,0,0.08556,0,0,0.91444,0,0,0,0,0,0,0,0,0,3.15,290.850996,281.4,307.25
148710274,0.2112,0,0,0,0,0,0,0,0,1,0.02983,0.19366,0.13542,0,0,0,0.46354,0.09422,0,0,0,0.01657,0,0.05256,0.0142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.77,265.761992,261.15,272.57
148710279,3.871,0,0,0,0.05053,0,0,0,0,0.94947,0.0032,0.05471,0.03754,0,0,0.00886,0.20486,0.00243,0.00307,0.00119,0.00395,0.06631,0.35781,0.24779,0.00827,1e-05,0.3031,0,0,0.47083,0,0,0.22607,0,0,0,0,0,0,0,0,0,0,2.34,267.208008,259.41,278.53
148710283,2.5916,0,0,0,0,0.3396,0,0,0,0.6604,0.03469,0.49792,0.07733,0.06841,0.00656,0.03118,0.12525,0.00174,0.01289,0,0.0115,0.07003,0.03384,0.02589,0.00278,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.42,324.540996,308.88,345.51
148710287,0.3959,0,0,0,0,0,0,0,0,1,0.02046,0.05506,0.01364,0,0,0.01111,0.50518,0,0,0,0,0.1465,0.03006,0.2046,0.01339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,295.534004,283.51,321.77
148710289,0.3779,0,0,0,0,0,0,0,0,1,0,0.10135,0,0,0,0,0.39164,0,0,0,0,0.05742,0.02011,0.37629,0.05319,0,0,0,0,0,0.88833,0,0,0.11167,0,0,0,0,0,0,0,0,0,3.17,285.790996,281.13,300.12
148710303,2.8432,0,0,0,0,0,0,0,0.266,0.734,0.02177,0.01692,0.0275,0,0,0.00306,0.37518,0.00535,0.00257,0,0.00893,0.19548,0.14937,0.17013,0.02374,0,0.51379,0,0,0,0.08227,0,0,0.40395,0,0,0,0,0,0,0,0,-1e-05,4.55,300.513008,283.07,334.07
148710304,1.1679,0,0,0,0,0.14248,0,0,0,0.85752,0.03973,0.2198,0.11208,0,0,0.02303,0.137,0.00865,0.00865,0,0.02158,0.05197,0.09624,0.16097,0.1203,0,0.92748,0,0,0.07252,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,268.863008,260.94,289.83
148710305,7.9467,0,0,0.0785,0.0239,0,0,0,0,0.8976,0.04226,0.1029,0.11962,0.01268,2e-04,0.00195,0.25609,0.01087,0.01362,0.00895,0.00422,0.122,0.13559,0.14357,0.02548,0,0.29464,0,0,0.16049,0,0,0.48151,0,0,0,0,0.06336,0,0,0,0,0,3.03,271.038008,260.45,305.07
148710306,0.7357,0,0,0,0,0,0,0,0,1,0.01047,0.31983,0.05016,0,0,0.00027,0.31738,0.14272,0.0401,0,0,0,0,0.09338,0.02569,0,0.62825,0,0,0.37175,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,293.11,276.25,354.47
148710307,0.143,0,0,0,0,0,0,0,0.48601,0.51399,0.00769,0.01958,0,0,0,0,0.8035,0.02657,0.02448,0,7e-04,0,0.02308,0.09231,0.0021,-1e-05,0.9049,0,0,0,0.0951,0,0,0,0,0,0,0,0,0,0,0,0,7.74,317.503008,297.43,334.65
148710308,0.6706,0,0,0,0,0.02997,0,0,0,0.97003,0.05935,0.06636,0.01148,0,0,0,0.39666,0.03713,0.0173,0,0,0.04205,0,0.24187,0.1278,0,0.99061,0,0,0,0,0,0.00939,0,0,0,0,0,0,0,0,0,0,4.64,266.639004,260.54,277.15
148710309,0.0852,0,0,0,0,0,0,0,0,1,0.0892,0.10681,0,0,0,0,0.53873,0,0,0,0.08803,0,0.14906,0.027,0.00117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.75,313.953008,305.29,322.35
148710314,0.3519,0,0,0,0,0,0,0,0,1,0.0628,0.00995,0,0,0,0,0.53083,0.02984,0,0,0.01336,0.14436,0.14635,0.06252,0,-1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,308.883008,299.99,321.53
148710317,1.1103,0,0,0,0,0.30424,0,0,0,0.69576,0.00495,0.07836,0.06512,0.05089,0,0,0.3708,0.02855,0.02558,0.01045,0.00288,0.02441,0.14933,0.15563,0.03305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,288.178008,262.79,321.52
148710318,0.842,0,0,0,0,0.02637,0,0,0,0.97363,0.00273,0.03112,0.00024,0,0,0,0.63979,0,0,0,0,0.1342,0.01888,0.11413,0.05891,0,0.25618,0,0,0.47922,0,0,0.26461,0,0,0,0,0,0,0,0,0,-1e-05,2.6,276.303008,260.75,304.68
148710325,0.947,0,0,0,0,0,0,0,0,1,0.00063,0.01806,0,0,0,0.00042,0.07149,0,0,0,0,0.20306,0.37033,0.33379,0.00222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.72,270.379004,266.93,274.47
148710332,1.2062,0,0,0,0,0,0,0,0,1,0.02902,0.09377,0.04767,0,0,0,0.33452,0.00597,0,0,0.01559,0.32358,0.00796,0.1319,0.01003,-1e-05,0,0,0,0.31736,0,0,0,0.68264,0,0,0,0,0,0,0,0,0,2.96,309.721992,303.03,318.04
148710336,0.1613,0,0,0,0,0.7483,0,0,0,0.2517,0.01984,0.0186,0,0,0,0,0.27898,0,0,0.00186,0.02356,0.04402,0,0.59392,0.01922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,263.699004,260.48,275.69
148710338,1.4031,0,0,0,0,0,0,0,0.24866,0.75134,0.00492,0.03065,0.0372,0.00656,0,0,0.37923,0,0,0,0.01283,0.26613,0.13477,0.10463,0.02309,-1e-05,0.96914,0,0,0,0.03086,0,0,0,0,0,0,0,0,0,0,0,0,3.84,308.963008,283.84,329.52
148710344,5.2296,0,0,0,0,0.01409,0.04096,0,0.00396,0.94099,0.00224,0.21879,0.08012,0.02534,0,0,0.37037,0.01574,0.00608,0,0.00379,0.03463,0.03172,0.19661,0.01457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.87,317.816992,293.01,346.58
148710345,2.0181,0,0,0,0,0.09821,0,0,0,0.90179,0.00555,0.06848,0.07433,0,0,0,0.35018,0.00332,0.01293,0,0.00887,0.35494,0.0833,0.03558,0.00253,-1e-05,0,0,0,0.95833,0,0,0,0.04167,0,0,0,0,0,0,0,0,0,3.38,321.596992,298.95,357.63
148710347,0.1059,1,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0.56752,0.06421,0.12937,0,0.04155,0,0,0.18319,0.00567,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.73,302.941992,296.65,311.97
148710348,1.1204,0,0,0,0,0.0208,0,0,0,0.9792,0.0399,0.19323,0.15361,0.01134,0,0,0.37469,0.02026,0.04579,0.0033,0,0.02035,0,0.10684,0.0307,-1e-05,0.03026,0,0,0.93609,0,0,0,0,0,0,0,0.03365,0,0,0,0,0,4,279.171992,271.66,292.9
148710352,0.8099,0.36363,0,0.02025,0,0,0,0,0,0.61612,0.00827,0.43289,0.10791,0.02618,0.01037,0,0.11619,0,0,0,0.01716,0.21348,0.02037,0.04087,0.0063,1e-05,0.61094,0,0,0,0.38906,0,0,0,0,0,0,0,0,0,0,0,0,4.18,308.949004,291.54,327.91
148710356,0.3315,0,0,0,0,0.8371,0,0,0,0.1629,0.00181,0.3086,0.02051,0,0,0.0175,0.27541,0,0.01599,0,0.03198,0.15716,0.09291,0.05038,0.02775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,290.3,280.84,305.74
148710357,0.1971,0,0,0,0,0.23491,0,0,0,0.76509,0.00304,0.04769,0.00254,0.0066,0,0,0.56317,0,0.0274,0.03907,0.05479,0.05327,0,0.18671,0.01573,-1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,289.163008,273.14,316.7
148710359,0.041,0.09024,0,0,0,0,0,0,0,0.90976,0.03415,0.28537,0,0,0,0,0,0,0,0,0,0,0,0.68049,0,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.28,298.615996,295.44,306.15
148710362,1.0854,0.0164,0,0,0,0,0,0,0,0.9836,0.0257,0.07647,0.03473,0,0,0.00424,0.30698,0.03243,0.00977,0,0.01244,0.14465,0.01023,0.32734,0.01502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6,300.475996,295.19,312.02
148710365,1.8646,0,0,0.22466,0,0.08763,0,0,0,0.68771,0,0.05084,0.00349,0,0,0.04768,0.2984,0.01502,0.01464,0.00038,0.01035,0.11708,0.0628,0.31894,0.06039,-1e-05,0.12485,0,0,0,0,0,0.87515,0,0,0,0,0,0,0,0,0,0,3.19,269.104004,261.05,287.78
148710366,0.1793,0.99833,0,0,0,0,0,0,0,0.00167,0.05745,0.00167,0,0,0,0,0.30675,0,0.0106,0,0.00558,0,0,0.52872,0.08924,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.54,296.523008,295.16,304.84
148710368,0.1504,0,0,0,0,0.50199,0,0,0,0.49801,0.01795,0.00399,0,0,0,0,0.24269,0.0758,0,0,0,0,0,0.64162,0.01795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,263.930996,260.87,275.67
148710372,0.3009,0.98504,0,0,0,0,0,0,0,0.01496,0.00299,0.02127,0,0,0,0,0.61083,0.01097,0,0,0.07112,0.00133,0,0.26155,0.01994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.89,299.365,295.31,306.18
148710375,0.4598,0,0,0,0,0.01261,0,0,0,0.98739,0.0124,0.05307,0,0,0,0,0.13267,0,0.00065,0,0,0.09439,0.56155,0.13593,0.00935,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,271.55,261.1,277.07
148710379,0.9685,0,0,0,0,0.06154,0.61745,0,0,0.32101,0.10263,0.02891,0,0,0,0,0.20299,0,0.03769,0,0.02003,0.23407,0.09623,0.23831,0.03913,1e-05,0.94941,0,0,0,0,0,0.05059,0,0,0,0,0,0,0,0,0,0,2.39,263.605,258.38,274.26
148710380,0.281,0,0,0,0,0.02598,0,0,0,0.97402,0.06512,0.03559,0.02456,0.00178,0,0,0.23416,0,0,0,0,0.39324,0.11032,0.13488,0.00036,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.17,300.795,295.95,308.65
148710382,1.0202,0,0,0,0,0.26818,0,0,0,0.73182,0.02725,0.08165,0.00725,0,0,0,0.18173,0.02029,0.06567,0,0.00931,0.12909,0.22005,0.2474,0.01029,2e-05,0.96295,0,0,0,0,0,0.03705,0,0,0,0,0,0,0,0,0,0,2.71,269.686992,260.79,277.13
148710383,0.7011,0.24533,0,0,0,0,0,0,0,0.75467,0.06162,0.14235,0.06133,0,0,0,0.2817,0.0746,0.03195,0,0.02682,0.12723,0.00556,0.17016,0.01669,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.93,300.008008,295.14,309.37
148710384,0.6829,0,0,0,0,0.41412,0,0,0,0.58588,0.07893,0.03939,0.01157,0,0,0,0.38761,0.00674,0.01333,0,0.00161,0.19505,0.02533,0.19095,0.04949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.55,301.793008,295.45,313.06
148710387,3.5909,0,0,0,0,0.00019,0,0,0,0.99981,0.02693,0.0623,0.02905,0,0,0,0.3151,0.01242,0.01025,0.00123,0.01908,0.38687,0.06121,0.07188,0.0037,-2e-05,0,0,0,0,0.68885,0,0,0.31115,0,0,0,0,0,0,0,0,0,2.95,299.456992,286.53,314.97
148710388,0.1276,0,0,0,0,0,0,0,0,1,0.03527,0.15752,0.1058,0,0,0,0.1058,0,0.00549,0,0,0.22335,0.05408,0.23589,0.0768,0,0,0,0,0.06661,0,0,0,0.93339,0,0,0,0,0,0,0,0,0,3.06,305.849004,300.77,311.82
148710389,1.5851,0,0,0,0,0.00776,0.32888,0,0,0.66336,0.01527,0.07823,0.00618,0,0,0,0.40048,0.02126,0.03596,0,0.07968,0.15431,0.02429,0.16737,0.01697,0,0.70298,0,0,0,0,0,0.29702,0,0,0,0,0,0,0,0,0,0,3.28,264.396992,256.46,278.17
148710390,0.5175,0,0,0,0,0,0.64541,0,0,0.35459,0.07633,0.04155,0,0,0,0,0.23304,0.00773,0.01314,0.01082,0.01159,0.04831,0.02164,0.45159,0.08425,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,262.15,258.34,275.64
148710393,1.8926,0,0,0,0,0,0,0,0,1,0.02283,0.14477,0.01009,0.00143,0,0,0.62253,0.00544,0.0111,0,0.02399,0.04475,0.05722,0.05094,0.00491,0,0.80255,0,0,0,0.19745,0,0,0,0,0,0,0,0,0,0,0,0,5.06,318.801992,308.84,340.3
148710395,0.1124,0,0,0,0,0,0,0,0,1,0.05516,0,0,0,0,0,0.56228,0,0,0,0.09786,0,0,0.1895,0.0952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.53,259.731992,256.4,264.91
148710396,0.6873,0,0,0,0,0,0.20079,0,0,0.79921,0.03608,0.04496,0,0,0,0,0.21694,0.29405,0.08512,0.01018,0.00131,0.11131,0.02168,0.14622,0.03215,0,0.04816,0,0,0,0,0,0.95184,0,0,0,0,0,0,0,0,0,0,3.74,264.098008,256.37,277.5
148710400,3.1933,0.13005,0,0,0,0,0,0,0,0.86995,0.0015,0.06933,0.02308,0,0,0.00147,0.3952,0.00291,0.00122,0,0.02283,0.21836,0.0791,0.17145,0.01353,2e-05,0.26189,0,0,0,0.73811,0,0,0,0,0,0,0,0,0,0,0,0,4.26,321.181992,307.01,360.79
148710410,0.6569,0,0,0.00959,0,0,0,0,0,0.99041,0.05876,0.19896,0.06805,0,0,0,0.18907,0,0,0,0.02527,0.31116,0.06272,0.08038,0.00563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.43,300.913008,295.54,309.85
148710413,1.0915,0,0,0,0,0,0,0,0,1,0.00522,0.01796,0.0219,0,0,0,0.14741,0,0.012,0,0.00037,0.50628,0.26047,0.0284,0,-1e-05,0.50426,0,0,0,0,0,0,0.49574,0,0,0,0,0,0,0,0,0,3.65,326.684004,307.33,361.41
148710418,2.0132,0,0,0,0,0,0.2953,0,0,0.7047,0.0148,0.05404,0.00576,0,0,0,0.35391,0.04714,0.02295,0.01177,0.01341,0.12761,0.03422,0.28055,0.03383,1e-05,0.89306,0,0,0.02096,0,0,0.08598,0,0,0,0,0,0,0,0,0,0,3.16,267.340996,258.27,286.76
148710419,0.2753,0,0,0,0,0,0,0,0,1,0.00109,0,0,0,0,0,0.62405,0,0,0.01635,0,0,0.12132,0.21395,0.02325,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.37,302.560996,297.2,318.15
148710420,0.3101,0,0,0,0,0,0,0,0,1,0.0229,0.1048,0,0,0,0,0.15769,0,0,0,0.02322,0.16027,0.09932,0.36182,0.06998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.76,305.154004,299.94,322.56
148710421,6.8629,0,0,0,0,0.00586,0.00208,0,0,0.99206,0.01193,0.05942,0.00589,0,0,0,0.5901,0.00417,0.02497,0.00264,0.01775,0.0708,0.07275,0.12192,0.01766,0,0,0,0,0.94193,0.03408,0,0,0.00781,0,0,0,0.01617,0,0,0,0,1e-05,3.9,321.725,308.72,347
148710422,1.1461,0,0,0,0,0,0.0527,0,0,0.9473,0.08429,0.07451,0,0,0,0.00061,0.17642,0.10941,0.03534,0,0.01789,0.36131,0,0.12058,0.01963,1e-05,0.25233,0,0,0.06369,0,0,0.68397,0,0,0,0,0,0,0,0,0,1e-05,3.16,268.356992,257.71,279.77
148710423,0.3723,0,0,0,0.00672,0,0,0,0,0.99328,0.07601,0.05882,0,0,0,0.01101,0.44749,0,0.03465,0,0.02955,0.04324,0.04647,0.22536,0.0274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.09,303.325,295.66,322.05
148710427,0.2022,0,0,0,0,0,0,0,0,1,0.0183,0,0,0,0,0,0.49011,0,0,0,0,0,0.27992,0.20227,0.0094,0,0,0,0,0,0.00396,0,0,0.99604,0,0,0,0,0,0,0,0,0,6.09,314.518008,306.82,326.16
148710434,0.0392,0,0,0,0,0,0,0,0,1,0.22449,0,0,0,0,0,0.62245,0,0,0,0.01786,0,0.1352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.33,313.638008,308.11,318.85
148710439,0.3791,0,0,0,0,0,0,0,0,1,0.07386,0.08467,0.02031,0,0,0,0.4516,0.02691,0.01372,0,0.04168,0.07993,0.11527,0.07782,0.01424,-1e-05,0,0,0,0,0.34424,0,0,0.65576,0,0,0,0,0,0,0,0,0,5.38,313.12,300.65,325.53
148710442,1.7685,0,0,0,0,0.14509,0,0,0,0.85491,0.01329,0.05835,0.00435,0,0,0,0.38948,0,0,0,0.02839,0.22137,0.19355,0.08861,0.0026,1e-05,0,0,0,0.40814,0,0,0,0.59186,0,0,0,0,0,0,0,0,0,2.47,318.616992,310.94,331.36
148710443,0.4029,0,0,0,0.2209,0,0,0,0,0.7791,0.0556,0.05187,0,0,0,0,0.35939,0,0.00149,0,0.0134,0.16927,0.06627,0.2827,0,1e-05,0,0,0,0,0.26905,0,0,0.73095,0,0,0,0,0,0,0,0,0,5.41,308.159004,297.35,328.45
148710444,2.4759,0,0,0,0,0.06741,0,0,0,0.93259,0.02957,0.02165,0,0,0,0,0.47352,0,0.00258,0.00186,0.00828,0.15853,0.08001,0.20809,0.01591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.05,315.258008,302.04,334.85
148710446,2.0571,0,0,0,0,0.08313,0,0,0,0.91687,0.00666,0.04069,0.00015,0,0,0.00788,0.13305,0,0,0.00258,0.00126,0.41806,0.12804,0.26046,0.00117,0,0.25006,0,0,0.74994,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,272.291992,264.34,293.25
148710451,0.3771,0,0,0,0,0,0,0,0,1,0.00504,0.08115,0.00716,0,0,0,0.61973,0,0.0114,0,0,0.24185,0,0.03023,0.00345,-1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,325.575,311.26,339.47
148710452,0.6742,0,0,0,0,0,0,0,0,1,0.01216,0.0267,0,0,0,0,0.33447,0,0,0,0,0.43325,0.06452,0.12889,0,1e-05,0,0,0,0,0.38401,0,0,0.61599,0,0,0,0,0,0,0,0,0,2.76,314.121992,299.53,325.86
148710454,0.1397,0,0,0,0,0.98568,0,0,0,0.01432,0.06013,0.06514,0,0,0,0,0.31926,0,0,0,0,0.22477,0,0.33071,0,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.34,316.315,314.08,320.48
148710457,1.3074,0,0,0,0,0.29884,0,0,0,0.70116,0.027,0.10999,0.01514,0,0,0,0.40646,0.0062,0.01583,0.00344,0.0104,0.13707,0.17355,0.08207,0.01285,0,0,0,0,0,0.04628,0,0,0.95372,0,0,0,0,0,0,0,0,0,3.38,319.854004,310.5,332.5
148710458,0.0961,0,0,0,0,0,0,0,0,1,0.0052,0,0,0,0,0,0.39438,0,0,0,0,0.50572,0,0.077,0.01769,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.31,312.975,300.95,324.95
148710462,0.6189,0,0,0.434,0,0.10729,0,0,0,0.45871,0,0.0656,0.01842,0,0,0,0.12538,0.05025,0,0,0,0.31233,0.28486,0.14316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,295.974004,284.94,308.72
148710463,3.5464,0,0,0,0,0,0,0,0,1,0.01427,0.09579,0.02182,0.00127,0,0,0.46568,0.00344,0.01244,0.00152,0.0291,0.16056,0.12088,0.05422,0.01901,0,0.76348,0,0,0.23652,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,311.796992,298.81,332.5
148710465,0.1911,0,0,0,0,0,0,0,0,1,0.02145,0.06907,0,0,0,0,0.50497,0,0,0,0,0.28362,0.03925,0.08163,0,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.17,316.914004,303.65,329.22
148710466,1.0864,0,0,0,0,0.02835,0,0,0,0.97165,0.00249,0.01022,0.01988,0,0,0.00018,0.3472,0.01252,0,0,0.00654,0.26712,0.22285,0.10107,0.00994,-1e-05,0,0,0,0.0151,0.37509,0,0,0.60981,0,0,0,0,0,0,0,0,0,3.72,322.905,310.78,338.72
148710467,0.0909,0,0,0,0,0,0.82618,0,0,0.17382,0.0165,0.15622,0.0363,0,0,0.0044,0.27833,0.21122,0.13531,0,0,0.11551,0,0.0011,0.0451,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,268.734004,261.36,282.04
148710468,1.2148,0,0,0,0,0,0,0,0,1,0.02749,0.08125,0.01737,0,0,0,0.23782,0,0.00527,0.0037,0.00683,0.25305,0.17896,0.17789,0.01037,0,0.25486,0,0,0,0.30112,0,0,0.44402,0,0,0,0,0,0,0,0,0,4.11,312.800996,304.05,332.53
148710470,0.5019,0,0,0,0,0,0,0,0,1,0.02112,0.05778,0,0,0,0,0.52222,0,0.00917,0.02092,0,0.12094,0.03925,0.19964,0.00897,-1e-05,0,0,0,0.30444,0,0,0.69556,0,0,0,0,0,0,0,0,0,0,3.87,292.641992,283.12,302.57
148710471,2.6512,0,0,0,0,0,6e-04,0,0,0.9994,0.00438,0.03583,0.05167,0,0,0.0103,0.18418,0.01011,0.01343,0,0.0189,0.40008,0.15819,0.11282,0.00011,0,0,0,0,0.96553,0,0,0.03447,0,0,0,0,0,0,0,0,0,0,3.1,274.515,262.28,287.27
148710472,0.4081,0,0,0,0,0,0,0,0,1,0.08895,0.02622,0,0,0,0,0.44744,0.05415,0.07131,0,0,0.17471,0.01201,0.08601,0.03921,-1e-05,0,0,0,0.56555,0,0,0.43445,0,0,0,0,0,0,0,0,0,0,3.38,282.868008,275.33,299.48
