"NEW_KEY","COUNTY","LONG_DD","LAT_DD","Water_Body_Name","Survey_Number","SURVEY_YEAR","Survey_Purpose","TARGET_SPECIES","GEAR","EFFORT_MEASURE","EFFORT","SAMPLE_START_DATE","SAMPLE_END_DATE"
"29-101","Gratiot",-84.60675,43.41344,"St Louis Impoundment",8391,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"6/7/10","6/9/10"
"29-101","Gratiot",-84.60675,43.41344,"St Louis Impoundment",8391,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",1,"6/7/10","6/7/10"
"29-101","Gratiot",-84.60675,43.41344,"St Louis Impoundment",8391,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"6/7/10","6/9/10"
"47-469","Livingston",-83.79898,42.76916,"Hoisington Lake",8392,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/24/10","5/25/10"
"47-469","Livingston",-83.79898,42.76916,"Hoisington Lake",8392,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",15,"5/24/10","5/26/10"
"47-469","Livingston",-83.79898,42.76916,"Hoisington Lake",8392,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/25/10","5/25/10"
"47-469","Livingston",-83.79898,42.76916,"Hoisington Lake",8392,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/24/10","5/26/10"
"26-64","Gladwin",-84.45084,44.10728,"Lake Lancer",8393,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",28.8,"6/9/10","6/9/10"
"26-64","Gladwin",-84.45084,44.10728,"Lake Lancer",8393,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/17/10","5/19/10"
"26-64","Gladwin",-84.45084,44.10728,"Lake Lancer",8393,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/17/10","5/19/10"
"26-64","Gladwin",-84.45084,44.10728,"Lake Lancer",8393,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/17/10","5/17/10"
"26-64","Gladwin",-84.45084,44.10728,"Lake Lancer",8393,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/17/10","5/19/10"
"18-66","Clare",-85.07343,43.83999,"Eight Point Lake",8394,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",28.8,"6/3/10","6/3/10"
"18-66","Clare",-85.07343,43.83999,"Eight Point Lake",8394,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"6/1/10","6/1/10"
"18-66","Clare",-85.07343,43.83999,"Eight Point Lake",8394,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"6/1/10","6/3/10"
"18-66","Clare",-85.07343,43.83999,"Eight Point Lake",8394,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/1/10","6/1/10"
"18-66","Clare",-85.07343,43.83999,"Eight Point Lake",8394,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"6/1/10","6/3/10"
"53-155","Mason",-86.49111,44.0376,"Hamlin Lake",8434,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/14/10","7/15/10"
"53-155","Mason",-86.49111,44.0376,"Hamlin Lake",8434,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"6/7/10","6/9/10"
"53-155","Mason",-86.49111,44.0376,"Hamlin Lake",8434,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",6,"7/14/10","7/15/10"
"53-155","Mason",-86.49111,44.0376,"Hamlin Lake",8434,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",11,"6/7/10","6/9/10"
"54-136","Mecosta",-85.25815,43.67721,"Horsehead Lake",8435,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/21/10","6/22/10"
"54-136","Mecosta",-85.25815,43.67721,"Horsehead Lake",8435,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/21/10","6/23/10"
"53-143","Mason",-86.11454,44.00832,"Round Lake",8437,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/12/10","7/12/10"
"53-143","Mason",-86.11454,44.00832,"Round Lake",8437,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",3,"5/17/10","5/18/10"
"53-143","Mason",-86.11454,44.00832,"Round Lake",8437,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"7/12/10","7/12/10"
"53-143","Mason",-86.11454,44.00832,"Round Lake",8437,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"5/17/10","5/19/10"
"53-143","Mason",-86.11454,44.00832,"Round Lake",8437,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/17/10","5/19/10"
"10-39","Benzie",-86.09232,44.6911,"Platte Lake",8445,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/13/10","7/13/10"
"10-39","Benzie",-86.09232,44.6911,"Platte Lake",8445,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",8,"5/24/10","5/26/10"
"10-39","Benzie",-86.09232,44.6911,"Platte Lake",8445,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/24/10","5/26/10"
"10-39","Benzie",-86.09232,44.6911,"Platte Lake",8445,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",6,"7/13/10","7/13/10"
"10-39","Benzie",-86.09232,44.6911,"Platte Lake",8445,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/24/10","5/26/10"
"68-53","Oscoda",-84.13419,44.66044,"Mio Pond",8452,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"6/8/09","6/9/09"
"68-53","Oscoda",-84.13419,44.66044,"Mio Pond",8452,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",15,"6/8/09","6/10/09"
"68-53","Oscoda",-84.13419,44.66044,"Mio Pond",8452,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/9/09","6/9/09"
"68-53","Oscoda",-84.13419,44.66044,"Mio Pond",8452,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/8/09","6/8/09"
"68-53","Oscoda",-84.13419,44.66044,"Mio Pond",8452,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"6/8/09","6/10/09"
"65-106","Ogemaw",-84.28065,44.41666,"Horseshoe Lake",8465,2009,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/25/09","5/26/09"
"65-106","Ogemaw",-84.28065,44.41666,"Horseshoe Lake",8465,2009,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/26/09","5/27/09"
"65-106","Ogemaw",-84.28065,44.41666,"Horseshoe Lake",8465,2009,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"5/26/09","5/26/09"
"65-106","Ogemaw",-84.28065,44.41666,"Horseshoe Lake",8465,2009,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"5/26/09","5/27/09"
"60-162","Montmorency",-83.95621,45.10388,"Avalon Lake",8466,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"5/10/10","5/11/10"
"60-162","Montmorency",-83.95621,45.10388,"Avalon Lake",8466,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",10,"5/10/10","5/12/10"
"60-162","Montmorency",-83.95621,45.10388,"Avalon Lake",8466,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/10/10","5/12/10"
"68-103","Oscoda",-83.89255,44.77688,"McCollum Lake",8467,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/29/10","6/29/10"
"68-103","Oscoda",-83.89255,44.77688,"McCollum Lake",8467,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/1/10","6/2/10"
"68-103","Oscoda",-83.89255,44.77688,"McCollum Lake",8467,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"6/1/10","6/3/10"
"68-103","Oscoda",-83.89255,44.77688,"McCollum Lake",8467,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",3,"6/1/10","6/3/10"
"68-103","Oscoda",-83.89255,44.77688,"McCollum Lake",8467,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",8,"6/1/10","6/3/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/30/10","6/30/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"6/7/10","6/9/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/7/10","6/9/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"6/9/10","6/10/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",5,"6/7/10","6/8/10"
"72-95","Roscommon",-84.46343,44.36416,"Lake St. Helen",8471,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",8,"6/7/10","6/9/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",40.8,"6/23/10","6/24/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/24/10","5/25/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",8,"5/24/10","5/26/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/26/10","5/26/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"5/24/10","5/26/10"
"16-82","Cheboygan",-84.63288,45.26943,"Silver Lake",8475,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",2,"5/24/10","5/25/10"
"4-1","Alpena",-83.79899,44.93777,"Beaver Lake",8477,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/1/10","7/1/10"
"4-1","Alpena",-83.79899,44.93777,"Beaver Lake",8477,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"6/21/10","6/23/10"
"4-1","Alpena",-83.79899,44.93777,"Beaver Lake",8477,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"6/21/10","6/23/10"
"4-1","Alpena",-83.79899,44.93777,"Beaver Lake",8477,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",1,"6/21/10","6/21/10"
"4-1","Alpena",-83.79899,44.93777,"Beaver Lake",8477,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"6/21/10","6/23/10"
"49-166","Mackinac",-84.80427,46.12638,"East Lake",8478,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/14/10","7/14/10"
"49-166","Mackinac",-84.80427,46.12638,"East Lake",8478,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",15,"5/17/10","5/19/10"
"49-166","Mackinac",-84.80427,46.12638,"East Lake",8478,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/17/10","5/17/10"
"49-166","Mackinac",-84.80427,46.12638,"East Lake",8478,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/17/10","5/18/10"
"42-93","Keweenaw",-88.09843,47.45749,"Lake Bailey",8490,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/21/10","6/23/10"
"42-93","Keweenaw",-88.09843,47.45749,"Lake Bailey",8490,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/21/10","6/21/10"
"42-93","Keweenaw",-88.09843,47.45749,"Lake Bailey",8490,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"6/21/10","6/22/10"
"31-825","Houghton",-88.57371,46.91332,"Otter Lake",8491,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",40.26666667,"5/26/10","5/26/10"
"31-825","Houghton",-88.57371,46.91332,"Otter Lake",8491,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/17/10","5/19/10"
"31-825","Houghton",-88.57371,46.91332,"Otter Lake",8491,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",14,"5/17/10","5/19/10"
"31-825","Houghton",-88.57371,46.91332,"Otter Lake",8491,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/17/10","5/17/10"
"31-825","Houghton",-88.57371,46.91332,"Otter Lake",8491,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"5/17/10","5/19/10"
"46-91","Lenawee",-84.23787,42.03332,"Deep Lake",8508,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/7/10","6/7/10"
"46-91","Lenawee",-84.23787,42.03332,"Deep Lake",8508,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",3,"5/17/10","5/18/10"
"46-91","Lenawee",-84.23787,42.03332,"Deep Lake",8508,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/17/10","5/19/10"
"46-91","Lenawee",-84.23787,42.03332,"Deep Lake",8508,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"5/19/10","5/19/10"
"46-91","Lenawee",-84.23787,42.03332,"Deep Lake",8508,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"5/17/10","5/19/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/1/10","6/1/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/11/10","5/12/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/10/10","5/12/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/10/10","5/10/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"5/10/10","5/12/10"
"63-865","Oakland",-83.35732,42.68027,"Loon Lake",8515,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"5/10/10","5/12/10"
"35-219","Iosco",-83.35982,44.47221,"Van Etten Lake",8524,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/14/10","7/14/10"
"35-219","Iosco",-83.35982,44.47221,"Van Etten Lake",8524,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"5/24/10","5/26/10"
"35-219","Iosco",-83.35982,44.47221,"Van Etten Lake",8524,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/24/10","5/26/10"
"35-219","Iosco",-83.35982,44.47221,"Van Etten Lake",8524,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/24/10","5/25/10"
"35-219","Iosco",-83.35982,44.47221,"Van Etten Lake",8524,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",5,"5/24/10","5/26/10"
"36-34","Iron",-88.22176,46.05721,"Lake Mary",8530,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/19/10","5/19/10"
"36-34","Iron",-88.22176,46.05721,"Lake Mary",8530,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"6/7/10","6/7/10"
"36-34","Iron",-88.22176,46.05721,"Lake Mary",8530,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/7/10","6/9/10"
"36-34","Iron",-88.22176,46.05721,"Lake Mary",8530,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/9/10","6/9/10"
"36-34","Iron",-88.22176,46.05721,"Lake Mary",8530,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"6/7/10","6/9/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/24/10","6/24/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"6/7/10","6/9/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",11,"6/7/10","6/9/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/24/10","6/24/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/7/10","6/8/10"
"41-464","Kent",-85.37732,43.13804,"Wabasis Lake",8531,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/7/10","6/9/10"
"62-11","Newaygo",-85.58315,43.31971,"Englewright Lake",8532,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/23/10","6/23/10"
"62-11","Newaygo",-85.58315,43.31971,"Englewright Lake",8532,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/7/10","6/8/10"
"62-11","Newaygo",-85.58315,43.31971,"Englewright Lake",8532,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/23/10","6/23/10"
"62-11","Newaygo",-85.58315,43.31971,"Englewright Lake",8532,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/7/10","6/9/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/13/10","7/13/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/2/10","6/3/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/1/10","6/3/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/1/10","6/1/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/1/10","6/2/10"
"48-573","Luce",-85.59649,46.6311,"Perch Lake",8535,2011,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"6/1/10","6/3/10"
"48-105","Luce",-85.65815,46.34582,"Mud Lake",8536,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",59.4,"6/30/10","6/30/10"
"48-105","Luce",-85.65815,46.34582,"Mud Lake",8536,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/24/10","5/26/10"
"48-105","Luce",-85.65815,46.34582,"Mud Lake",8536,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",3,"5/24/10","5/26/10"
"48-105","Luce",-85.65815,46.34582,"Mud Lake",8536,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/24/10","5/26/10"
"48-197","Luce",-85.64868,46.42843,"Silver Creek Pond",8538,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"4/20/10","4/21/10"
"48-197","Luce",-85.64868,46.42843,"Silver Creek Pond",8538,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"4/20/10","4/21/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/21/10","6/21/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/10/10","5/12/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",15,"5/10/10","5/12/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/24/10","5/24/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",3,"5/10/10","5/12/10"
"3-63","Allegan",-85.90204,42.42638,"Duck Lake",8542,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"5/10/10","5/12/10"
"3-297","Allegan",-86.20704,42.65054,"Kalamazoo Lake",8548,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/26/10","5/26/10"
"3-297","Allegan",-86.20704,42.65054,"Kalamazoo Lake",8548,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/17/10","5/18/10"
"3-297","Allegan",-86.20704,42.65054,"Kalamazoo Lake",8548,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/17/10","5/19/10"
"3-297","Allegan",-86.20704,42.65054,"Kalamazoo Lake",8548,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/26/10","5/26/10"
"3-297","Allegan",-86.20704,42.65054,"Kalamazoo Lake",8548,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/17/10","5/19/10"
"2-95","Alger",-86.78232,46.24721,"Cook Lake",8549,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/3/10","6/3/10"
"2-95","Alger",-86.78232,46.24721,"Cook Lake",8549,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/24/10","5/25/10"
"2-95","Alger",-86.78232,46.24721,"Cook Lake",8549,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",15,"5/24/10","5/26/10"
"2-95","Alger",-86.78232,46.24721,"Cook Lake",8549,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/25/10","5/26/10"
"2-95","Alger",-86.78232,46.24721,"Cook Lake",8549,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/24/10","5/24/10"
"48-677","Luce",-85.36149,46.71277,"Little Lake Harbor",8551,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/13/10","7/13/10"
"48-677","Luce",-85.36149,46.71277,"Little Lake Harbor",8551,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/14/10","6/15/10"
"48-677","Luce",-85.36149,46.71277,"Little Lake Harbor",8551,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"6/14/10","6/16/10"
"48-677","Luce",-85.36149,46.71277,"Little Lake Harbor",8551,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"6/14/10","6/14/10"
"48-677","Luce",-85.36149,46.71277,"Little Lake Harbor",8551,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",9,"6/14/10","6/16/10"
"36-190","Iron",-88.77982,46.05971,"Hagerman Lake",8566,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/20/10","5/21/10"
"36-190","Iron",-88.77982,46.05971,"Hagerman Lake",8566,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/25/10","5/25/10"
"36-190","Iron",-88.77982,46.05971,"Hagerman Lake",8566,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",24,"5/23/10","5/25/10"
"36-190","Iron",-88.77982,46.05971,"Hagerman Lake",8566,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/26/10","5/26/10"
"36-190","Iron",-88.77982,46.05971,"Hagerman Lake",8566,2010,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",6,"5/23/10","5/25/10"
"39-249","Kalamazoo",-85.48426,42.15277,"Indian Lake",8653,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/27/10","5/27/10"
"39-249","Kalamazoo",-85.48426,42.15277,"Indian Lake",8653,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"5/3/10","5/5/10"
"39-249","Kalamazoo",-85.48426,42.15277,"Indian Lake",8653,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/3/10","5/5/10"
"39-249","Kalamazoo",-85.48426,42.15277,"Indian Lake",8653,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/27/10","5/27/10"
"39-249","Kalamazoo",-85.48426,42.15277,"Indian Lake",8653,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",8,"5/3/10","5/5/10"
"75-69","Schoolcraft",-86.33343,45.99165,"Indian Lake",8711,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",33,"6/2/10","6/3/10"
"75-69","Schoolcraft",-86.33343,45.99165,"Indian Lake",8711,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",24,"6/7/10","6/24/10"
"75-69","Schoolcraft",-86.33343,45.99165,"Indian Lake",8711,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",27,"6/7/10","6/23/10"
"75-69","Schoolcraft",-86.33343,45.99165,"Indian Lake",8711,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",10,"6/17/10","7/15/10"
"34-69","Ionia",-85.06232,43.08138,"Woodard Lake",8736,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/22/10","6/22/10"
"34-69","Ionia",-85.06232,43.08138,"Woodard Lake",8736,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"6/14/10","6/16/10"
"34-69","Ionia",-85.06232,43.08138,"Woodard Lake",8736,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/22/10","6/22/10"
"34-69","Ionia",-85.06232,43.08138,"Woodard Lake",8736,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/14/10","6/16/10"
"78-128","St. Joseph",-85.39924,41.86246,"Prairie River Lake",8741,2010,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/25/10","5/25/10"
"78-128","St. Joseph",-85.39924,41.86246,"Prairie River Lake",8741,2010,"Status & Trends","ALL SPECIES","IGNET","LIFTS",7,"4/26/10","4/28/10"
"78-128","St. Joseph",-85.39924,41.86246,"Prairie River Lake",8741,2010,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"4/26/10","4/28/10"
"78-128","St. Joseph",-85.39924,41.86246,"Prairie River Lake",8741,2010,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/25/10","5/25/10"
"78-128","St. Joseph",-85.39924,41.86246,"Prairie River Lake",8741,2010,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"4/26/10","4/28/10"
"25-35","Genesee",-83.71537,42.83471,"Lake Fenton",8826,2011,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/2/11","6/2/11"
"25-35","Genesee",-83.71537,42.83471,"Lake Fenton",8826,2011,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/23/11","5/23/11"
"25-35","Genesee",-83.71537,42.83471,"Lake Fenton",8826,2011,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",13,"5/23/11","5/25/11"
"25-35","Genesee",-83.71537,42.83471,"Lake Fenton",8826,2011,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/23/11","5/23/11"
